"PVWatts Hourly PV Performance Data"
"Requested Location","300 alumni drive"
"Location","Lat, Lng: 38.01, -84.5"
"Latitude (DD)","38.01"
"Longitude (DD)","-84.50"
"Elevation (m)","302.79998779297"
"DC System Size (kW)","8"
"Module Type","Standard"
"Array Type","Fixed (open rack)"
"Array Tilt (deg)","20"
"Array Azimuth (deg)","180"
"System Losses (%)","14.08"
"DC to AC Size Ratio","1.2"
"Inverter Efficiency (%)","96"
"Ground Coverage Ratio","NA"
"Albedo","From weather file"
"Bifacial","No (0)"
"Monthly Irradiance Loss (%)",""
"","Jan","0"
"","Feb","0"
"","Mar","0"
"","Apr","0"
"","May","0"
"","June","0"
"","July","0"
"","Aug","0"
"","Sept","0"
"","Oct","0"
"","Nov","0"
"","Dec","0"

"Month","Day","Hour","Beam Irradiance (W/m2)","Diffuse Irradiance (W/m2)","Ambient Temperature (C)","Wind Speed (m/s)","Albedo","Plane of Array Irradiance (W/m2)","Cell Temperature (C)","DC Array Output (W)","AC System Output (W)"
"1","16","16","623","47","1","0.9","0.13","307.879","10.587","2150.404","2042.498"
"1","16","17","175","12","1","1.1","0.13","44.801","2.053","171.168","133.394"
"1","16","18","0","0","1","1","0.13","0","1","0","0"
"1","16","19","0","0","1","0.7","0.13","0","1","0","0"
"1","16","20","0","0","1","0.6","0.13","0","1","0","0"
"1","16","21","0","0","0","0.9","0.13","0","0","0","0"
"1","16","22","0","0","0","1.1","0.13","0","0","0","0"
"1","16","23","0","0","-1","1.2","0.13","0","-1","0","0"
"1","17","0","0","0","-1","1.4","0.13","0","-1","0","0"
"1","17","1","0","0","-1","1.7","0.13","0","-1","0","0"
"1","17","2","0","0","-1","1.8","0.13","0","-1","0","0"
"1","17","3","0","0","-1","1.7","0.13","0","-1","0","0"
"1","17","4","0","0","-2","1.7","0.13","0","-2","0","0"
"1","17","5","0","0","-2","1.7","0.13","0","-2","0","0"
"1","17","6","0","0","-2","1.7","0.13","0","-2","0","0"
"1","17","7","0","0","-1","2","0.13","0","-1","0","0"
"1","17","8","445","30","0","2.7","0.13","158.12","3.213","966.754","900.79"
"1","17","9","349","88","2","3.2","0.13","272.923","7.364","1989.257","1887.062"
"1","17","10","869","61","4","3.5","0.13","620.227","15.664","4499.622","4308.474"
"1","17","11","527","155","7","4.2","0.13","572.217","16.677","4088.224","3911.654"
"1","17","12","949","67","8","4.6","0.13","822.959","21.19","5796.168","5559.079"
"1","17","13","943","66","9","4.6","0.13","805.744","21.917","5665.094","5432.649"
"1","17","14","911","63","8","4.2","0.13","712.515","20.075","5068.498","4857.192"
"1","17","15","840","55","7","3.4","0.13","547.901","17.473","3955.353","3783.491"
"1","17","16","690","42","4","2.9","0.13","330.878","10.778","2316.155","2202.376"
"1","17","17","264","13","2","3","0.13","63.343","3.004","240.941","200.695"
"1","17","18","0","0","2","3.4","0.13","0","2","0","0"
"1","17","19","0","0","2","3.5","0.13","0","2","0","0"
"1","17","20","0","0","2","3.6","0.13","0","2","0","0"
"1","17","21","0","0","2","3.8","0.13","0","2","0","0"
"1","17","22","0","0","2","3.9","0.13","0","2","0","0"
"1","17","23","0","0","2","4.1","0.13","0","2","0","0"
"1","18","0","0","0","2","4","0.13","0","2","0","0"
"1","18","1","0","0","2","3.7","0.13","0","2","0","0"
"1","18","2","0","0","2","3.7","0.13","0","2","0","0"
"1","18","3","0","0","2","3.5","0.13","0","2","0","0"
"1","18","4","0","0","1","3.3","0.13","0","1","0","0"
"1","18","5","0","0","1","2.9","0.13","0","1","0","0"
"1","18","6","0","0","1","2.6","0.13","0","1","0","0"
"1","18","7","0","0","1","3","0.13","0","1","0","0"
"1","18","8","389","32","1","3.7","0.13","147.222","3.548","904.539","840.779"
"1","18","9","712","55","2","4.2","0.13","407.55","8.894","2986.812","2849.268"
"1","18","10","846","65","4","4.9","0.13","615.624","13.509","4498.541","4307.431"
"1","18","11","908","69","5","5.4","0.13","751.055","15.89","5409.905","5186.502"
"1","18","12","933","69","6","5.6","0.13","814.75","17.529","5814.041","5576.318"
"1","18","13","929","69","7","5.5","0.13","800.737","18.467","5699.519","5465.854"
"1","18","14","892","67","7","5.3","0.13","706.326","17.371","5072.133","4860.698"
"1","18","15","815","60","6","4.4","0.13","545.263","15.001","3969.376","3797.017"
"1","18","16","645","46","3","3.3","0.13","319.013","9.12","2250.182","2138.741"
"1","18","17","208","14","1","2.7","0.13","53.975","1.912","209.21","170.088"
"1","18","18","0","0","0","2.5","0.13","0","0","0","0"
"1","18","19","0","0","0","2.2","0.13","0","0","0","0"
"1","18","20","0","0","0","1.8","0.13","0","0","0","0"
"1","18","21","0","0","-1","1.5","0.13","0","-1","0","0"
"1","18","22","0","0","-1","1.4","0.13","0","-1","0","0"
"1","18","23","0","0","-2","1.3","0.13","0","-2","0","0"
"1","19","0","0","0","-2","1.2","0.13","0","-2","0","0"
"1","19","1","0","0","-2","1.1","0.13","0","-2","0","0"
"1","19","2","0","0","-2","1","0.13","0","-2","0","0"
"1","19","3","0","0","-2","0.9","0.13","0","-2","0","0"
"1","19","4","0","0","-2","0.8","0.13","0","-2","0","0"
"1","19","5","0","0","-2","0.8","0.13","0","-2","0","0"
"1","19","6","0","0","-2","0.9","0.13","0","-2","0","0"
"1","19","7","0","0","-1","1.2","0.13","0","-1","0","0"
"1","19","8","434","30","0","1.7","0.13","158.383","3.922","973.261","907.066"
"1","19","9","725","53","2","1.8","0.13","412.07","12.501","2982.768","2845.368"
"1","19","10","849","63","4","1.7","0.13","616.224","20.081","4396.622","4209.123"
"1","19","11","901","70","7","1.5","0.13","748.618","27.386","5167.566","4952.75"
"1","19","12","918","73","8","1.2","0.13","809.666","31.627","5480.353","5254.454"
"1","19","13","917","70","9","1","0.13","794.857","33.377","5348.751","5127.515"
"1","19","14","883","67","9","0.7","0.13","702.304","32.339","4767.025","4566.402"
"1","19","15","810","59","8","0.5","0.13","543.416","27.137","3780.757","3615.081"
"1","19","16","653","45","6","0.7","0.13","322.911","16.624","2219.854","2109.487"
"1","19","17","233","14","4","1","0.13","59.403","5.435","227.179","187.42"
"1","19","18","0","0","3","1.2","0.13","0","3","0","0"
"1","19","19","0","0","2","1.3","0.13","0","2","0","0"
"1","19","20","0","0","2","1.3","0.13","0","2","0","0"
"1","19","21","0","0","1","1.3","0.13","0","1","0","0"
"1","19","22","0","0","1","1.2","0.13","0","1","0","0"
"1","19","23","0","0","1","1.1","0.13","0","1","0","0"
"1","20","0","0","0","1","1","0.13","0","1","0","0"
"1","20","1","0","0","0","1","0.13","0","0","0","0"
"1","20","2","0","0","0","1","0.13","0","0","0","0"
"1","20","3","0","0","0","1.1","0.13","0","0","0","0"
"1","20","4","0","0","0","1.2","0.13","0","0","0","0"
"1","20","5","0","0","0","1.2","0.13","0","0","0","0"
"1","20","6","0","0","0","1.3","0.13","0","0","0","0"
"1","20","7","0","0","0","2","0.13","0","0","0","0"
"1","20","8","168","36","1","2.7","0.13","95.079","2.959","597.6","544.716"
"1","20","9","676","59","3","2.8","0.13","398.321","11.382","2893.421","2759.187"
"1","20","10","805","71","5","2.8","0.13","598.884","17.632","4308.246","4123.879"
"1","20","11","858","80","7","2.9","0.13","735.439","22.223","5171.558","4956.601"
"1","20","12","881","84","9","2.9","0.13","801.191","25.571","5544.771","5316.589"
"1","20","13","569","163","10","2.6","0.13","637.105","23.877","4423.21","4234.77"
"1","20","14","543","147","11","2.2","0.13","559.077","24.139","3891.264","3721.673"
"1","20","15","749","74","9","1.5","0.13","527.143","23.38","3715.08","3551.732"
"1","20","16","560","49","7","1.1","0.13","293.522","15.707","2025.321","1921.847"
"1","20","17","0","21","5","1.2","0.13","19.977","5.51","90.075","55.174"
"1","20","18","0","0","4","1.3","0.13","0","4","0","0"
"1","20","19","0","0","4","1.2","0.13","0","4","0","0"
"1","20","20","0","0","3","1.2","0.13","0","3","0","0"
"1","20","21","0","0","3","1.2","0.13","0","3","0","0"
"1","20","22","0","0","2","1.2","0.13","0","2","0","0"
"1","20","23","0","0","2","1.2","0.13","0","2","0","0"
"1","21","0","0","0","1","1.4","0.13","0","1","0","0"
"1","21","1","0","0","1","1.7","0.13","0","1","0","0"
"1","21","2","0","0","0","1.7","0.13","0","0","0","0"
"1","21","3","0","0","0","1.7","0.13","0","0","0","0"
"1","21","4","0","0","0","1.7","0.13","0","0","0","0"
"1","21","5","0","0","0","1.9","0.13","0","0","0","0"
"1","21","6","0","0","0","2.3","0.13","0","0","0","0"
"1","21","7","0","0","0","2.6","0.13","0","0","0","0"
"1","21","8","413","33","0","2.7","0.13","159.305","3.256","991.496","924.655"
"1","21","9","703","59","2","2.8","0.13","409.426","10.617","2985.202","2847.716"
"1","21","10","828","72","5","3.2","0.13","615.629","17.139","4436.621","4247.706"
"1","21","11","882","79","7","3.6","0.13","753.532","20.928","5322.986","5102.663"
"1","21","12","901","82","8","3.9","0.13","810.762","22.318","5678.946","5446.01"
"1","21","13","905","78","9","4","0.13","799.413","22.917","5592.126","5362.267"
"1","21","14","869","75","9","4","0.13","711.261","21.396","5026.651","4816.829"
"1","21","15","787","68","8","3.3","0.13","544.676","18.574","3910.232","3739.968"
"1","21","16","612","54","6","2.5","0.13","321.719","13.091","2250.3","2138.854"
"1","21","17","195","18","5","2.5","0.13","63.541","6.144","255.873","215.098"
"1","21","18","0","0","4","2.7","0.13","0","4","0","0"
"1","21","19","0","0","3","2.6","0.13","0","3","0","0"
"1","21","20","0","0","1","2.3","0.13","0","1","0","0"
"1","21","21","0","0","0","2","0.13","0","0","0","0"
"1","21","22","0","0","0","1.7","0.13","0","0","0","0"
"1","21","23","0","0","-1","1.5","0.13","0","-1","0","0"
"1","22","0","0","0","-2","1.4","0.13","0","-2","0","0"
"1","22","1","0","0","-2","1.3","0.13","0","-2","0","0"
"1","22","2","0","0","-3","1.2","0.13","0","-3","0","0"
"1","22","3","0","0","-2","1.2","0.13","0","-2","0","0"
"1","22","4","0","0","-2","1.3","0.13","0","-2","0","0"
"1","22","5","0","0","-2","1.2","0.13","0","-2","0","0"
"1","22","6","0","0","-2","1","0.13","0","-2","0","0"
"1","22","7","0","0","-1","1","0.13","0","-1","0","0"
"1","22","8","0","8","0","1.1","0.13","7.398","0.217","45.293","11.98"
"1","22","9","0","69","0","1.2","0.13","65.122","1.894","459.595","411.601"
"1","22","10","0","111","1","1.4","0.13","105.793","3.933","751.135","692.811"
"1","22","11","0","86","2","1.4","0.13","80.002","4.214","558.205","506.718"
"1","22","12","1","167","2","1.2","0.13","161.834","6.691","1142.072","1069.895"
"1","22","13","0","163","3","1.2","0.13","157.073","7.554","1104.43","1033.587"
"1","22","14","0","133","3","1.2","0.13","127.227","6.693","895.389","831.953"
"1","22","15","0","54","2","0.8","0.13","50.12","3.613","347.475","303.454"
"1","22","16","78","84","0","0.7","0.13","124.486","4.11","883.921","820.892"
"1","22","17","0","14","0","0.9","0.13","12.979","0.357","58.726","24.937"
"1","22","18","0","0","-1","1","0.13","0","-1","0","0"
"1","22","19","0","0","-1","1.2","0.13","0","-1","0","0"
"1","22","20","0","0","-1","1.3","0.13","0","-1","0","0"
"1","22","21","0","0","-1","1.3","0.13","0","-1","0","0"
"1","22","22","0","0","-1","1.4","0.13","0","-1","0","0"
"1","22","23","0","0","-2","1.4","0.13","0","-2","0","0"
"1","23","0","0","0","-2","1.4","0.13","0","-2","0","0"
"1","23","1","0","0","-2","1.5","0.13","0","-2","0","0"
"1","23","2","0","0","-2","1.7","0.13","0","-2","0","0"
"1","23","3","0","0","-2","1.8","0.13","0","-2","0","0"
"1","23","4","0","0","-2","1.9","0.13","0","-2","0","0"
"1","23","5","0","0","-2","1.8","0.13","0","-2","0","0"
"1","23","6","0","0","-2","1.6","0.13","0","-2","0","0"
"1","23","7","0","0","-1","1.8","0.13","0","-1","0","0"
"1","23","8","0","33","0","2.2","0.13","31.609","0.729","205.872","166.869"
"1","23","9","412","86","0","2.7","0.13","301.866","6.463","2218.079","2107.775"
"1","23","10","0","55","1","2.7","0.13","51.054","2.089","355.504","311.199"
"1","23","11","0","36","2","1.7","0.13","33.404","2.865","226.556","186.82"
"1","23","12","0","74","2","1.1","0.13","68.776","4.043","475.878","427.307"
"1","23","13","0","158","2","1.2","0.13","151.807","6.401","1070.62","1000.975"
"1","23","14","17","175","2","1.5","0.13","183.242","6.962","1305.282","1227.322"
"1","23","15","0","66","1","1.5","0.13","61.296","2.662","429.782","382.845"
"1","23","16","0","11","0","1.1","0.13","10.178","0.303","66.813","32.737"
"1","23","17","0","1","0","1","0.13","0.923","0.025","0","0"
"1","23","18","0","0","-1","1.2","0.13","0","-1","0","0"
"1","23","19","0","0","0","1.5","0.87","0","0","0","0"
"1","23","20","0","0","0","1.7","0.87","0","0","0","0"
"1","23","21","0","0","0","1.8","0.87","0","0","0","0"
"1","23","22","0","0","-1","1.6","0.87","0","-1","0","0"
"1","23","23","0","0","-1","1.5","0.87","0","-1","0","0"
"1","24","0","0","0","-1","1.7","0.87","0","-1","0","0"
"1","24","1","0","0","-1","1.9","0.87","0","-1","0","0"
"1","24","2","0","0","-1","1.9","0.87","0","-1","0","0"
"1","24","3","0","0","-2","1.9","0.87","0","-2","0","0"
"1","24","4","0","0","-3","2.3","0.87","0","-3","0","0"
"1","24","5","0","0","-3","2.8","0.87","0","-3","0","0"
"1","24","6","0","0","-4","2.8","0.87","0","-4","0","0"
"1","24","7","0","0","-3","2.9","0.87","0","-3","0","0"
"1","24","8","360","44","-2","3.5","0.87","159.213","0.866","1017.716","949.946"
"1","24","9","667","81","-1","3.8","0.87","423.88","6.594","3129.989","2987.372"
"1","24","10","274","167","0","3.8","0.87","367.838","6.583","2699.567","2572.203"
"1","24","11","876","105","0","4.1","0.87","791.107","13.567","5709.203","5475.195"
"1","24","12","893","112","1","4.6","0.87","858.875","14.741","6147.405","5897.87"
"1","24","13","891","109","2","5","0.87","844.602","14.834","6048.6","5802.566"
"1","24","14","852","104","3","4.9","0.87","745.64","14.488","5374.709","5152.554"
"1","24","15","0","108","3","4.3","0.87","105.242","4.747","741.748","683.757"
"1","24","16","572","71","2","3.2","0.87","329.819","8.447","2355.613","2240.436"
"1","24","17","209","22","0","2.6","0.87","73.588","1.311","308.357","265.723"
"1","24","18","0","0","0","2.3","0.87","0","0","0","0"
"1","24","19","0","0","0","2","0.13","0","0","0","0"
"1","24","20","0","0","-1","1.8","0.13","0","-1","0","0"
"1","24","21","0","0","-2","1.7","0.13","0","-2","0","0"
"1","24","22","0","0","-2","1.7","0.13","0","-2","0","0"
"1","24","23","0","0","-2","1.8","0.13","0","-2","0","0"
"1","25","0","0","0","-2","1.9","0.13","0","-2","0","0"
"1","25","1","0","0","-2","1.9","0.13","0","-2","0","0"
"1","25","2","0","0","-2","2","0.13","0","-2","0","0"
"1","25","3","0","0","-1","2.2","0.13","0","-1","0","0"
"1","25","4","0","0","-1","2.5","0.13","0","-1","0","0"
"1","25","5","0","0","-1","2.6","0.13","0","-1","0","0"
"1","25","6","0","0","0","2.8","0.13","0","0","0","0"
"1","25","7","0","0","0","3","0.13","0","0","0","0"
"1","25","8","30","40","0","3.1","0.13","50.037","0.979","326.892","283.6"
"1","25","9","0","70","1","3.1","0.13","65.984","2.316","465.248","417.054"
"1","25","10","44","167","3","3.2","0.13","200.652","6.936","1442.239","1359.426"
"1","25","11","0","100","4","3","0.13","93.648","5.893","652.37","597.545"
"1","25","12","18","203","5","2.3","0.13","212.796","9.875","1497.431","1412.662"
"1","25","13","0","95","4","1.7","0.13","88.61","6.292","613.444","559.998"
"1","25","14","0","48","3","1.6","0.13","44.555","4.179","304.425","261.93"
"1","25","15","0","30","3","1.7","0.13","27.811","3.721","188.13","149.755"
"1","25","16","98","90","2","1.8","0.13","139.717","5.544","992.7","925.816"
"1","25","17","0","20","2","1.8","0.13","19.037","2.425","86.762","51.979"
"1","25","18","0","0","2","1.8","0.13","0","2","0","0"
"1","25","19","0","0","2","1.6","0.13","0","2","0","0"
"1","25","20","0","0","2","1.4","0.13","0","2","0","0"
"1","25","21","0","0","2","1.3","0.13","0","2","0","0"
"1","25","22","0","0","1","1.5","0.13","0","1","0","0"
"1","25","23","0","0","1","1.5","0.13","0","1","0","0"
"1","26","0","0","0","1","1.4","0.13","0","1","0","0"
"1","26","1","0","0","1","1.7","0.13","0","1","0","0"
"1","26","2","0","0","0","2.6","0.13","0","0","0","0"
"1","26","3","0","0","0","3.7","0.13","0","0","0","0"
"1","26","4","0","0","-1","4.1","0.13","0","-1","0","0"
"1","26","5","0","0","-2","4.2","0.13","0","-2","0","0"
"1","26","6","0","0","-3","4.1","0.13","0","-3","0","0"
"1","26","7","0","0","-4","4.1","0.13","0","-4","0","0"
"1","26","8","143","52","-3","4.3","0.13","104.797","-1.301","693.412","637.133"
"1","26","9","0","44","-3","4.3","0.13","40.816","-2.321","287.937","246.026"
"1","26","10","0","16","-2","4.1","0.13","14.826","-1.747","99.797","64.552"
"1","26","11","0","103","-1","3.8","0.13","96.578","0.721","686.884","630.837"
"1","26","12","22","210","-1","3.7","0.13","223.314","3.038","1613.699","1524.811"
"1","26","13","0","158","0","3.7","0.13","151.53","2.739","1082.438","1012.375"
"1","26","14","0","119","0","3.5","0.13","112.703","2.103","802.968","742.808"
"1","26","15","0","112","0","2.9","0.13","107.272","2.211","768.184","709.256"
"1","26","16","12","85","0","1.8","0.13","88.504","2.247","628.628","574.644"
"1","26","17","0","16","-1","1.1","0.13","14.832","-0.612","67.794","33.684"
"1","26","18","0","0","-2","1.1","0.13","0","-2","0","0"
"1","26","19","0","0","-2","1","0.87","0","-2","0","0"
"1","26","20","0","0","-2","0.9","0.87","0","-2","0","0"
"1","26","21","0","0","-3","0.8","0.87","0","-3","0","0"
"1","26","22","0","0","-3","0.8","0.87","0","-3","0","0"
"1","26","23","0","0","-3","0.8","0.87","0","-3","0","0"
"1","27","0","0","0","-3","0.9","0.87","0","-3","0","0"
"1","27","1","0","0","-3","0.9","0.87","0","-3","0","0"
"1","27","2","0","0","-3","0.8","0.87","0","-3","0","0"
"1","27","3","0","0","-3","0.9","0.87","0","-3","0","0"
"1","27","4","0","0","-3","1.1","0.87","0","-3","0","0"
"1","27","5","0","0","-3","1.4","0.87","0","-3","0","0"
"1","27","6","0","0","-3","1.4","0.87","0","-3","0","0"
"1","27","7","0","0","-3","1.8","0.87","0","-3","0","0"
"1","27","8","0","32","-2","2.4","0.87","30.65","-1.318","202.168","163.296"
"1","27","9","142","114","-1","2.7","0.87","194.747","3.161","1421.655","1339.572"
"1","27","10","302","168","0","2.8","0.87","387.935","8.152","2833.997","2701.868"
"1","27","11","272","229","0","2.7","0.87","468.88","10.004","3382.478","3230.915"
"1","27","12","905","113","0","2.7","0.87","876.454","18.741","6177.291","5926.696"
"1","27","13","903","111","0","2.7","0.87","863.756","18.472","6098.581","5850.776"
"1","27","14","877","101","0","2.8","0.87","768.003","16.157","5498.293","5271.758"
"1","27","15","813","85","0","2.5","0.87","597.1","13.279","4351.425","4165.528"
"1","27","16","624","70","-1","1.7","0.87","355.935","8.216","2558.382","2436.02"
"1","27","17","257","26","-3","1.2","0.87","91.039","-0.824","389.732","344.214"
"1","27","18","0","0","-4","1.4","0.87","0","-4","0","0"
"1","27","19","0","0","-5","1.5","0.13","0","-5","0","0"
"1","27","20","0","0","-5","1.5","0.13","0","-5","0","0"
"1","27","21","0","0","-5","1.4","0.13","0","-5","0","0"
"1","27","22","0","0","-6","1.2","0.13","0","-6","0","0"
"1","27","23","0","0","-6","1.1","0.13","0","-6","0","0"
"1","28","0","0","0","-6","1","0.13","0","-6","0","0"
"1","28","1","0","0","-6","1","0.13","0","-6","0","0"
"1","28","2","0","0","-6","1","0.13","0","-6","0","0"
"1","28","3","0","0","-6","1.1","0.13","0","-6","0","0"
"1","28","4","0","0","-6","1.4","0.13","0","-6","0","0"
"1","28","5","0","0","-6","1.6","0.13","0","-6","0","0"
"1","28","6","0","0","-6","1.7","0.13","0","-6","0","0"
"1","28","7","0","0","-6","1.9","0.13","0","-6","0","0"
"1","28","8","509","34","-5","2","0.13","190.261","-0.534","1229.989","1154.697"
"1","28","9","759","58","-3","2.1","0.13","441.663","7.596","3269.707","3122.14"
"1","28","10","866","70","-2","2.1","0.13","647.499","13.55","4722.527","4523.48"
"1","28","11","918","76","0","2.1","0.13","784.593","18.812","5576.813","5347.496"
"1","28","12","935","78","0","2","0.13","848.387","20.736","5965.075","5722"
"1","28","13","918","82","0","2.1","0.13","830.862","19.906","5863.086","5623.625"
"1","28","14","886","78","1","2.2","0.13","743.746","18.491","5301.197","5081.646"
"1","28","15","810","71","0","2","0.13","577.1","14.146","4206.339","4025.583"
"1","28","16","655","57","0","1.4","0.13","354.639","9.826","2542.622","2420.818"
"1","28","17","277","25","-1","1.1","0.13","95.335","1.366","415.548","369.115"
"1","28","18","0","0","-2","1.3","0.13","0","-2","0","0"
"1","28","19","0","0","-2","1.7","0.13","0","-2","0","0"
"1","28","20","0","0","-2","2","0.13","0","-2","0","0"
"1","28","21","0","0","-1","2.4","0.13","0","-1","0","0"
"1","28","22","0","0","-1","2.6","0.13","0","-1","0","0"
"1","28","23","0","0","-1","2.6","0.13","0","-1","0","0"
"1","29","0","0","0","-1","2.8","0.13","0","-1","0","0"
"1","29","1","0","0","-1","2.9","0.13","0","-1","0","0"
"1","29","2","0","0","0","3","0.13","0","0","0","0"
"1","29","3","0","0","0","3.1","0.13","0","0","0","0"
"1","29","4","0","0","0","3.6","0.13","0","0","0","0"
"1","29","5","0","0","0","4","0.13","0","0","0","0"
"1","29","6","0","0","0","4.1","0.13","0","0","0","0"
"1","29","7","0","0","0","4.8","0.13","0","0","0","0"
"1","29","8","82","44","1","5.6","0.13","72.588","2.002","475.88","427.309"
"1","29","9","380","97","3","5.8","0.13","301.368","7.166","2212.312","2102.212"
"1","29","10","669","113","5","5.8","0.13","572.496","12.923","4171.097","3991.59"
"1","29","11","709","135","6","5.6","0.13","703.673","15.949","5039.725","4829.439"
"1","29","12","4","179","6","5.2","0.13","175.948","8.593","1234.067","1158.631"
"1","29","13","0","164","7","5.2","0.13","157.399","9.32","1097.154","1026.569"
"1","29","14","0","101","6","5.8","0.13","94.659","7.301","656.443","601.474"
"1","29","15","0","39","5","5.6","0.13","36.173","5.51","245.265","204.865"
